CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
714893733,Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,45,3,3,3,16794,809,15985,1.566,1917,33,0.941,0.048,0.00027604,0.99972
754886958,Existing Customer,48,F,3,College,Divorced,$40K - $60K,Blue,41,4,1,3,9336,1672,7664,0.696,1391,39,0.625,0.179,9.35E-05,0.99991
710104908,Existing Customer,56,F,5,College,Single,Less than $40K,Blue,43,4,1,0,2763,2517,246,0.938,1246,31,0.824,0.911,2.04E-05,0.99998
710558883,Existing Customer,41,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,3,2,17391,1044,16347,1.08,1248,27,0.688,0.06,0.00019191,0.99981
713827383,Existing Customer,65,F,1,High School,Married,Less than $40K,Blue,36,3,2,0,3198,2493,705,0.665,1936,44,1.316,0.78,3.83E-05,0.99996
720267033,Existing Customer,34,M,4,Post-Graduate,Single,$80K - $120K,Blue,26,3,3,2,5100,1786,3314,1.06,2375,63,0.575,0.35,0.00022196,0.99978
712049208,Existing Customer,56,M,3,Post-Graduate,Married,$60K - $80K,Blue,39,3,1,2,3955,2517,1438,0.484,1238,25,1.083,0.636,6.72E-05,0.99993
708688608,Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,48,5,3,1,3140,1985,1155,1.346,1626,41,0.864,0.632,9.90E-05,0.9999
716223708,Attrited Customer,45,F,3,Uneducated,Single,Unknown,Blue,36,3,3,3,4028,710,3318,0.731,791,22,0.833,0.176,0.99691,0.00308778
713217858,Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,32,5,3,3,2264,0,2264,0.479,1204,28,0.333,0,0.00031104,0.99969
819352983,Existing Customer,49,M,3,Unknown,Unknown,$120K +,Blue,44,5,2,2,21620,2008,19612,0.691,1300,33,0.5,0.093,0.00012982,0.99987
711019308,Existing Customer,58,M,2,High School,Single,$60K - $80K,Blue,45,3,2,0,6385,1535,4850,1.138,1612,47,0.88,0.24,4.08E-05,0.99996
768600558,Existing Customer,41,F,4,Graduate,Single,$40K - $60K,Blue,31,4,2,3,2375,1658,717,0.638,1071,28,1,0.698,0.00020077,0.9998
710202783,Existing Customer,33,M,2,Graduate,Married,$60K - $80K,Blue,13,3,3,3,1963,1721,242,0.68,1378,37,0.762,0.877,0.00030251,0.9997
712899333,Existing Customer,47,F,4,College,Single,Less than $40K,Blue,37,6,2,2,4256,1084,3172,0.63,1100,29,0.381,0.255,0.00011605,0.99988
767036433,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,49,5,1,0,5097,1152,3945,0.94,2052,45,0.607,0.226,1.91E-05,0.99998
793473033,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,45,3,2,3,3228,2517,711,0.949,1349,33,1.357,0.78,0.00017969,0.99982
721232058,Existing Customer,49,M,1,Graduate,Unknown,$40K - $60K,Silver,41,6,1,3,20231,977,19254,0.893,1215,36,0.714,0.048,7.86E-05,0.99992
719443683,Attrited Customer,50,M,1,Unknown,Single,$120K +,Blue,39,3,2,3,27512,2137,25375,1.048,1149,25,0.562,0.078,0.99496,0.00504
715449333,Existing Customer,55,F,3,Unknown,Married,$40K - $60K,Blue,47,5,2,0,1929,1540,389,1.142,2354,50,0.786,0.798,4.79E-05,0.99995
717998058,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,13,6,3,2,2585,2019,566,0.525,2644,40,0.481,0.781,0.00015435,0.99985
779610033,Attrited Customer,58,M,1,College,Married,$80K - $120K,Blue,47,3,3,3,12151,1799,10352,1.022,918,14,0.556,0.148,0.99639,0.00360825
827332983,Existing Customer,46,M,3,High School,Single,$80K - $120K,Gold,42,3,2,2,34516,2113,32403,0.618,1362,31,1.214,0.061,0.00013228,0.99987
721183983,Existing Customer,48,M,4,High School,Married,$120K +,Blue,31,6,3,1,34516,1013,33503,0.575,1222,37,0.85,0.029,0.0001106,0.99989
718426533,Existing Customer,42,M,4,Uneducated,Divorced,$60K - $80K,Blue,32,4,1,2,5504,0,5504,0.62,1364,32,0.684,0,5.94E-05,0.99994
710698233,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,28,4,1,2,10021,1203,8818,0.93,1463,40,1,0.12,5.78E-05,0.99994
780253533,Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,49,5,3,0,3558,2318,1240,1.265,1631,31,0.824,0.651,6.26E-05,0.99994
793581933,Existing Customer,50,M,3,High School,Single,$40K - $60K,Silver,44,4,3,4,19853,1513,18340,0.802,1878,55,0.41,0.076,0.00047034,0.99953
719229708,Existing Customer,41,F,1,High School,Single,$40K - $60K,Blue,31,6,3,2,4969,838,4131,0.591,1489,32,0.455,0.169,0.00016413,0.99984
715158483,Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,Blue,40,3,2,3,3117,1603,1514,1.167,1437,37,0.609,0.514,0.00019864,0.9998
809296308,Existing Customer,46,M,2,College,Single,$80K - $120K,Blue,41,4,2,0,21526,2332,19194,0.755,1313,37,0.609,0.108,4.08E-05,0.99996
778176108,Existing Customer,61,M,0,High School,Single,$60K - $80K,Blue,51,4,2,2,5504,1412,4092,0.722,1290,38,0.462,0.257,9.50E-05,0.99991
796532958,Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,53,4,3,2,5512,1124,4388,1.391,1975,49,1.579,0.204,0.00016966,0.99983
709345008,Attrited Customer,53,F,2,Doctorate,Married,Unknown,Blue,39,1,2,3,1438.3,0,1438.3,0.644,807,22,0.692,0,0.9964,0.00359603
717049533,Existing Customer,39,F,3,Doctorate,Unknown,$40K - $60K,Blue,28,5,3,0,7262,1466,5796,0.512,1438,28,0.556,0.202,9.96E-05,0.9999
719366358,Existing Customer,51,M,3,High School,Married,$120K +,Blue,40,6,3,2,7319,1692,5627,0.701,1233,29,0.611,0.231,0.00018145,0.99982
721417233,Attrited Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,25,3,5,3,1438.3,0,1438.3,0.676,709,27,0.421,0,0.99705,0.00294997
711622683,Existing Customer,48,M,4,Unknown,Single,$60K - $80K,Blue,30,4,3,3,7712,1387,6325,0.861,1597,39,0.56,0.18,0.00034872,0.99965
714578283,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,37,6,3,0,2053,0,2053,0.865,1283,28,1.154,0,6.23E-05,0.99994
769574883,Existing Customer,41,M,2,High School,Married,$40K - $60K,Blue,32,3,1,3,12804,2517,10287,0.892,1101,37,0.276,0.197,9.01E-05,0.99991
717643608,Existing Customer,48,M,4,College,Married,$80K - $120K,Blue,36,3,3,2,26443,1601,24842,0.493,1593,36,0.333,0.061,0.0001834,0.99982
709198158,Existing Customer,50,F,4,Graduate,Single,Less than $40K,Blue,36,6,2,0,3125,1928,1197,0.412,1631,46,0.533,0.617,4.40E-05,0.99996
712419708,Existing Customer,56,F,2,Post-Graduate,Married,Less than $40K,Blue,48,6,1,2,4930,2259,2671,1.134,2194,53,0.606,0.458,6.48E-05,0.99994
709103358,Existing Customer,39,F,2,College,Single,Less than $40K,Blue,36,6,3,3,9476,0,9476,0.605,1128,27,0.929,0,0.00029411,0.99971
716966808,Existing Customer,47,M,1,Graduate,Married,$80K - $120K,Blue,37,6,3,3,11722,1667,10055,0.566,1497,35,0.25,0.142,0.00028395,0.99972
772264383,Existing Customer,44,M,2,Graduate,Single,$120K +,Blue,33,4,1,3,13301,0,13301,1.058,1385,50,0.515,0,9.26E-05,0.99991
721057758,Existing Customer,61,F,1,Unknown,Married,Unknown,Blue,47,4,2,3,1438.3,0,1438.3,1.337,1449,27,1.455,0,0.00019751,0.9998
769137108,Attrited Customer,43,F,2,Post-Graduate,Married,Less than $40K,Blue,37,3,3,1,1438.3,0,1438.3,1.004,974,28,0.273,0,0.99223,0.00777
717640083,Attrited Customer,59,M,1,High School,Married,$60K - $80K,Blue,36,3,2,3,6705,0,6705,0.749,731,18,0.5,0,0.99431,0.00569
716445783,Existing Customer,42,F,2,Uneducated,Married,Unknown,Blue,31,4,2,0,22718,0,22718,0.791,1191,37,1.176,0,4.32E-05,0.99996
708579633,Existing Customer,40,M,4,Unknown,Divorced,$40K - $60K,Gold,28,4,2,2,23981,1788,22193,0.631,1421,34,0.308,0.075,0.00015117,0.99985
718715583,Existing Customer,65,M,2,Unknown,Married,Less than $40K,Blue,56,4,2,4,2318,1010,1308,0.81,1256,35,0.591,0.436,0.00035894,0.99964
778686408,Existing Customer,48,M,1,College,Married,$60K - $80K,Blue,29,4,3,2,19324,1040,18284,0.904,1744,50,0.852,0.054,0.00016415,0.99984
715015683,Existing Customer,44,M,2,Graduate,Single,$40K - $60K,Blue,34,5,3,1,5331,1993,3338,0.777,1766,39,0.625,0.374,0.00010848,0.99989
805254708,Existing Customer,36,F,4,Unknown,Married,Unknown,Blue,31,5,2,0,15700,1276,14424,1.389,2229,48,0.778,0.081,4.84E-05,0.99995
710462433,Existing Customer,45,M,4,Graduate,Single,$60K - $80K,Blue,30,6,2,2,17625,894,16731,1.285,1773,39,1.053,0.051,0.00011937,0.99988
721342383,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,34,6,3,2,17438,0,17438,1.078,1860,37,0.85,0,0.00017987,0.99982
720179883,Existing Customer,40,M,4,College,Unknown,$80K - $120K,Blue,25,3,3,1,1962,0,1962,0.684,1179,27,0.688,0,0.00011061,0.99989
794977533,Attrited Customer,62,M,0,High School,Married,$60K - $80K,Blue,56,3,3,2,8077,0,8077,0.749,906,16,0.333,0,0.99338,0.00662
779445108,Existing Customer,26,M,0,Graduate,Single,$40K - $60K,Blue,13,6,1,2,3290,1616,1674,0.466,2781,54,0.35,0.491,4.73E-05,0.99995
718193958,Existing Customer,60,M,0,Uneducated,Single,Less than $40K,Blue,53,5,3,2,2402,1728,674,0.652,1650,53,0.606,0.719,0.00015871,0.99984
710955633,Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,42,6,1,0,9256,1999,7257,0.812,1446,37,0.762,0.216,3.05E-05,0.99997
716149383,Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,36,6,3,3,3674,895,2779,0.658,1703,48,0.371,0.244,0.0002596,0.99974
752604633,Attrited Customer,57,M,2,College,Married,$40K - $60K,Blue,50,2,5,3,6462,0,6462,0.856,761,17,0.214,0,0.99697,0.00303398
713889933,Existing Customer,59,M,0,Graduate,Single,$40K - $60K,Blue,48,4,2,2,1638,0,1638,0.533,1536,44,0.63,0,9.77E-05,0.9999
709446783,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,38,3,3,2,4335,2480,1855,0.543,1373,36,1.118,0.572,0.00018864,0.99981
789115833,Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,32,5,3,2,3233,1034,2199,0.759,1256,29,0.706,0.32,0.00018339,0.99982
711242058,Attrited Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,36,1,3,1,11862,2517,9345,0.766,643,16,0.231,0.212,0.99207,0.00793
787623858,Existing Customer,43,M,2,Uneducated,Divorced,$120K +,Silver,24,4,2,0,34516,1938,32578,0.426,1215,45,0.406,0.056,3.90E-05,0.99996
709040508,Existing Customer,57,M,4,Uneducated,Married,$120K +,Blue,38,6,6,2,19802,1961,17841,1.125,2244,58,0.706,0.099,0.00015311,0.99985
708864708,Existing Customer,46,M,3,College,Unknown,$80K - $120K,Blue,36,4,2,2,24869,1729,23140,0.408,1409,36,0.5,0.07,0.00011483,0.99989
717758583,Existing Customer,40,M,3,High School,Unknown,$60K - $80K,Blue,36,4,2,1,3624,1975,1649,0.708,1469,23,1.091,0.545,6.92E-05,0.99993
715416633,Existing Customer,54,M,1,Unknown,Married,$80K - $120K,Blue,36,4,1,2,6175,960,5215,0.709,1847,59,0.405,0.155,5.68E-05,0.99994
717956283,Existing Customer,57,F,1,Graduate,Single,$40K - $60K,Blue,48,5,1,0,10953,1945,9008,0.886,1277,29,0.526,0.178,1.91E-05,0.99998
721379433,Existing Customer,44,M,4,Graduate,Married,$60K - $80K,Blue,28,6,2,3,11338,0,11338,0.695,1227,24,0.5,0,0.00020077,0.9998
712027683,Existing Customer,47,F,2,Doctorate,Married,Less than $40K,Blue,35,3,2,2,5544,1184,4360,0.85,1336,38,0.652,0.214,0.00016471,0.99984
716027208,Existing Customer,47,M,4,Doctorate,Married,$60K - $80K,Blue,36,4,1,1,19665,706,18959,1.317,1110,58,0.349,0.036,5.04E-05,0.99995
720475233,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,43,6,2,3,2927,1412,1515,0.763,1474,26,0.857,0.482,0.0001861,0.99981
712275108,Existing Customer,53,F,3,College,Married,$40K - $60K,Blue,33,4,3,3,5146,1618,3528,1.073,1955,44,0.76,0.314,0.00030519,0.99969
718121658,Attrited Customer,56,M,1,College,Married,$60K - $80K,Blue,44,5,3,3,1704,0,1704,0.701,660,17,0.308,0,0.99639,0.00360825
711593808,Attrited Customer,55,M,1,High School,Married,$60K - $80K,Blue,46,2,2,3,1438.3,0,1438.3,1.037,888,18,1.25,0,0.99431,0.00569
716222808,Existing Customer,53,F,4,High School,Married,Less than $40K,Blue,36,6,1,3,2974,1170,1804,1.297,1785,45,1.143,0.393,9.44E-05,0.99991
718731183,Attrited Customer,61,M,1,Unknown,Married,$40K - $60K,Blue,49,1,2,2,5472,788,4684,0.526,705,14,0.273,0.144,0.99156,0.00844
788779008,Existing Customer,57,M,2,High School,Married,$60K - $80K,Blue,38,3,1,2,2736,1822,914,0.593,1211,25,0.923,0.666,5.35E-05,0.99995
710404533,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,37,6,2,1,1438.3,862,576.3,0.65,1391,40,0.212,0.599,6.86E-05,0.99993
711173058,Existing Customer,56,F,2,Unknown,Married,Unknown,Blue,45,4,3,0,5406,1782,3624,0.976,1407,29,0.812,0.33,7.29E-05,0.99993
715383108,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,44,5,1,1,34516,2174,32342,0.426,1616,50,0.515,0.063,3.32E-05,0.99997
711697158,Existing Customer,60,M,0,Graduate,Married,Less than $40K,Blue,36,6,2,2,1976,1311,665,0.995,1498,43,0.536,0.663,9.77E-05,0.9999
709186983,Existing Customer,49,M,4,Uneducated,Married,$80K - $120K,Blue,40,3,1,1,8714,2252,6462,0.831,1536,38,0.652,0.258,3.58E-05,0.99996
808964433,Existing Customer,46,F,4,Doctorate,Divorced,Less than $40K,Blue,41,4,1,1,8693,1378,7315,0.799,1594,45,0.452,0.159,5.04E-05,0.99995
711948333,Existing Customer,42,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,1,2,9247,710,8537,0.735,1190,30,0.5,0.077,5.32E-05,0.99995
710541858,Existing Customer,45,M,3,High School,Married,Less than $40K,Blue,33,6,5,0,7717,1430,6287,0.822,1248,37,0.85,0.185,7.48E-05,0.99993
713865333,Attrited Customer,45,F,4,Uneducated,Married,Less than $40K,Blue,38,3,4,3,4908,0,4908,0.993,827,21,0.75,0,0.99747,0.00252933
797707008,Attrited Customer,44,F,3,Doctorate,Married,Less than $40K,Blue,38,6,1,3,7222,0,7222,0.685,920,18,0.5,0,0.99286,0.00714
713490483,Existing Customer,61,M,0,Uneducated,Single,$80K - $120K,Blue,48,6,2,2,21740,0,21740,0.676,1755,54,0.543,0,0.00010043,0.9999
720370533,Attrited Customer,55,M,3,Uneducated,Married,$60K - $80K,Blue,44,3,2,2,2323,0,2323,0.737,804,15,0.5,0,0.99183,0.00817
779743908,Existing Customer,44,M,4,Unknown,Divorced,$60K - $80K,Blue,29,4,2,2,7788,0,7788,0.296,1196,30,0.429,0,0.00013121,0.99987
718675158,Attrited Customer,55,F,1,Unknown,Married,Less than $40K,Blue,36,4,1,3,1438.3,361,1077.3,0.963,850,22,0.692,0.251,0.98965,0.01035
710784333,Existing Customer,57,M,2,Unknown,Married,$120K +,Blue,36,3,2,2,23700,1314,22386,1.487,1644,28,0.647,0.055,0.00012511,0.99987
816596583,Existing Customer,45,M,2,Doctorate,Married,$80K - $120K,Blue,40,6,3,1,11710,693,11017,0.914,1749,50,0.429,0.059,0.00015697,0.99984
717517758,Existing Customer,57,F,0,High School,Married,$40K - $60K,Blue,45,3,2,2,2278,845,1433,1.328,2307,45,0.8,0.371,9.50E-05,0.99991
712880283,Existing Customer,31,M,0,Uneducated,Married,$40K - $60K,Blue,22,3,3,0,4048,1113,2935,0.717,1757,45,0.607,0.275,5.85E-05,0.99994
753226158,Existing Customer,34,F,2,Graduate,Married,Less than $40K,Blue,24,6,2,2,3663,1853,1810,0.963,1826,35,1.059,0.506,0.00011382,0.99989
720605808,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,36,2,2,3,1438.3,0,1438.3,0.672,799,17,0.214,0,0.99447,0.00553
758317233,Existing Customer,35,F,1,College,Single,Unknown,Blue,28,4,5,2,3518,1575,1943,0.625,2121,60,0.579,0.448,0.00018334,0.99982
711028308,Existing Customer,44,F,4,Graduate,Married,Less than $40K,Blue,36,4,1,0,1717,0,1717,0.619,1468,29,0.381,0,2.13E-05,0.99998
814852533,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,45,3,2,2,16813,1185,15628,0.552,1482,46,0.643,0.07,0.00010684,0.99989
711526533,Existing Customer,33,M,3,Post-Graduate,Married,$80K - $120K,Blue,25,4,2,3,16434,2104,14330,0.955,1726,37,0.85,0.128,0.00023373,0.99977
804403908,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,45,4,2,3,21872,1118,20754,0.658,1806,31,0.409,0.051,0.00019864,0.9998
716999883,Existing Customer,51,M,4,High School,Married,$80K - $120K,Blue,41,5,2,0,15897,1437,14460,0.584,1405,43,0.387,0.09,4.28E-05,0.99996
716452083,Existing Customer,56,F,4,Unknown,Married,Less than $40K,Blue,46,5,3,2,4271,1150,3121,1.064,2052,50,0.724,0.269,0.00020735,0.99979
787599258,Existing Customer,55,F,3,Graduate,Single,Less than $40K,Blue,29,6,1,2,7361,1309,6052,0.504,1175,34,0.7,0.178,5.72E-05,0.99994
714495258,Existing Customer,26,M,0,College,Single,Less than $40K,Blue,36,4,1,3,1438.3,479,959.3,0.553,1786,37,0.37,0.333,7.73E-05,0.99992
717713283,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,33,6,3,3,8628,1077,7551,0.872,1675,58,0.415,0.125,0.0003139,0.99969
789317883,Existing Customer,54,M,2,College,Married,$80K - $120K,Blue,44,4,3,3,18750,1705,17045,0.807,1200,36,0.895,0.091,0.00029411,0.99971
714500883,Existing Customer,44,F,3,Graduate,Married,Unknown,Blue,36,4,2,3,21242,819,20423,0.499,1283,37,0.542,0.039,0.00019864,0.9998
789467508,Existing Customer,65,F,0,Graduate,Married,$40K - $60K,Blue,56,5,3,0,2961,1570,1391,0.908,1937,57,0.781,0.53,5.69E-05,0.99994
710317758,Existing Customer,38,F,3,High School,Married,Unknown,Blue,29,4,2,2,11327,1528,9799,1.142,2033,38,0.727,0.135,0.00011482,0.99989
711231558,Existing Customer,58,M,3,High School,Married,$60K - $80K,Blue,40,6,1,3,8308,2517,5791,1.455,1915,37,1.056,0.303,9.34E-05,0.99991
716829483,Existing Customer,39,F,3,Post-Graduate,Married,$40K - $60K,Blue,28,4,2,2,3249,2217,1032,1.06,1988,36,0.895,0.682,0.00013897,0.99986
779713608,Existing Customer,52,M,2,High School,Married,$120K +,Blue,36,5,1,2,2981,1358,1623,1.242,1648,30,1.5,0.456,5.35E-05,0.99995
711628458,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,31,4,1,0,8829,901,7928,0.825,1902,45,0.667,0.102,2.11E-05,0.99998
718943508,Existing Customer,42,M,3,Unknown,Single,$80K - $120K,Blue,33,3,3,2,3714,2170,1544,0.524,1454,35,0.522,0.584,0.00020516,0.99979
770724558,Attrited Customer,42,M,2,College,Married,$60K - $80K,Blue,28,6,1,3,7340,0,7340,0.65,838,24,0.412,0,0.98902,0.01098
783561558,Existing Customer,57,M,4,Post-Graduate,Married,$120K +,Blue,51,4,2,3,16952,0,16952,0.709,1918,61,0.649,0,0.00023623,0.99976
719309958,Attrited Customer,55,M,3,Doctorate,Single,$80K - $120K,Blue,35,4,1,3,20865,0,20865,0.881,837,25,0.667,0,0.99286,0.00714
788785083,Existing Customer,44,F,3,College,Unknown,Less than $40K,Blue,25,6,3,2,3083,1040,2043,0.729,4311,78,0.56,0.337,0.00018146,0.99982
780481308,Existing Customer,37,F,3,Graduate,Married,Unknown,Blue,24,3,2,2,10584,1550,9034,0.692,1567,33,0.32,0.146,0.00011811,0.99988
711757383,Existing Customer,50,F,3,Unknown,Married,Less than $40K,Blue,42,4,1,2,2240,0,2240,0.668,1905,39,0.345,0,6.28E-05,0.99994
787550808,Existing Customer,51,M,2,Graduate,Married,$40K - $60K,Blue,40,5,1,2,12240,1566,10674,0.539,1422,26,0.529,0.128,5.51E-05,0.99994
779863533,Existing Customer,37,M,1,Graduate,Married,$80K - $120K,Blue,21,6,2,0,5120,0,5120,0.867,1680,32,0.778,0,3.94E-05,0.99996
714529233,Existing Customer,36,F,2,Graduate,Married,Less than $40K,Blue,24,3,1,3,3124,1593,1531,0.869,1652,41,0.367,0.51,9.26E-05,0.99991
708177333,Existing Customer,51,F,2,High School,Married,Less than $40K,Silver,36,5,3,0,11261,2485,8776,0.736,1158,26,0.857,0.221,5.83E-05,0.99994
812019933,Existing Customer,65,M,1,Uneducated,Married,$40K - $60K,Blue,56,3,3,2,2468,2021,447,0.906,1797,46,0.586,0.819,0.0001736,0.99983
708557358,Existing Customer,43,M,2,College,Married,$60K - $80K,Blue,28,4,2,3,22157,1355,20802,0.69,1911,55,0.571,0.061,0.00018612,0.99981
713580633,Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,32,6,2,3,11477,0,11477,0.767,1260,27,0.688,0,0.00019864,0.9998
711466533,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,33,5,2,2,3933,852,3081,0.433,1489,45,0.324,0.217,0.00011382,0.99989
802276683,Existing Customer,56,M,3,Graduate,Married,$80K - $120K,Blue,50,3,3,3,8022,1372,6650,0.896,1794,31,1.385,0.171,0.0003139,0.99969
780913308,Existing Customer,43,M,3,Unknown,Single,$60K - $80K,Blue,34,6,2,0,13771,2517,11254,0.501,1510,42,0.75,0.183,4.79E-05,0.99995
808897683,Attrited Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,48,3,3,3,30271,1406,28865,1.336,3231,47,0.306,0.046,0.99649,0.00350838
719428308,Existing Customer,50,M,2,High School,Unknown,$60K - $80K,Blue,41,6,2,2,3244,1762,1482,0.661,1274,32,1,0.543,0.00011065,0.99989
713010483,Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,36,6,1,3,2936,2379,557,0.694,1572,57,0.676,0.81,9.61E-05,0.9999
717006333,Existing Customer,54,M,3,High School,Married,$80K - $120K,Blue,36,6,1,2,1438.3,1133,305.3,0.759,1935,41,0.708,0.788,5.56E-05,0.99994
787621158,Existing Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,25,6,3,3,6242,491,5751,1.054,2187,59,0.405,0.079,0.00033251,0.99967
716924058,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,49,3,1,3,6175,1166,5009,0.803,1417,25,0.25,0.189,9.52E-05,0.9999
720916683,Existing Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,26,4,3,2,11806,1811,9995,0.754,1465,31,0.476,0.153,0.00018665,0.99981
720923658,Existing Customer,48,M,3,Post-Graduate,Single,$60K - $80K,Blue,39,5,2,2,4734,954,3780,0.6,1570,45,0.452,0.202,0.00013897,0.99986
712710708,Existing Customer,55,M,2,High School,Single,$40K - $60K,Blue,36,5,2,0,6244,2517,3727,0.607,1445,40,0.29,0.403,4.08E-05,0.99996
718939083,Attrited Customer,54,F,2,Graduate,Married,Less than $40K,Blue,45,3,1,3,1438.3,306,1132.3,1.035,694,15,0.364,0.213,0.98932,0.01068
779519058,Existing Customer,51,F,3,Post-Graduate,Divorced,Unknown,Platinum,34,3,1,2,34516,1578,32938,0.725,1929,40,0.481,0.046,0.00011683,0.99988
719085933,Existing Customer,35,M,3,Graduate,Single,$80K - $120K,Blue,24,4,1,2,23561,864,22697,1.373,2447,64,1,0.037,5.72E-05,0.99994
715124958,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,36,5,2,3,24742,1676,23066,0.566,1306,31,0.55,0.068,0.00020424,0.9998
712979133,Attrited Customer,55,M,4,High School,Married,$80K - $120K,Blue,41,2,2,2,27560,900,26660,1.031,646,10,0.25,0.033,0.99146,0.00854
712006308,Existing Customer,45,F,0,College,Divorced,Less than $40K,Blue,35,6,1,3,5923,1686,4237,0.702,1236,35,0.591,0.285,7.73E-05,0.99992
710801133,Existing Customer,34,M,2,Uneducated,Married,$60K - $80K,Blue,36,6,1,2,8581,2326,6255,1.226,2513,63,0.615,0.271,5.66E-05,0.99994
712490283,Existing Customer,55,F,4,Graduate,Married,$40K - $60K,Blue,41,4,3,3,3156,2517,639,1.516,2091,48,0.778,0.798,0.00031726,0.99968
720071583,Attrited Customer,48,F,2,Unknown,Married,Less than $40K,Blue,36,5,1,3,7151,800,6351,0.986,854,22,0.375,0.112,0.99028,0.00972
717958833,Existing Customer,46,M,4,Graduate,Married,$60K - $80K,Blue,35,5,1,2,1535,700,835,2.282,1848,25,1.083,0.456,5.78E-05,0.99994
812420358,Attrited Customer,61,F,0,Graduate,Married,Less than $40K,Blue,56,3,3,3,2122,554,1568,0.857,949,17,0.133,0.261,0.99616,0.0038363
712370208,Existing Customer,48,M,1,Uneducated,Unknown,$60K - $80K,Blue,35,3,2,2,17131,1213,15918,0.604,1371,37,0.423,0.071,0.00010985,0.99989
715940358,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,42,6,2,2,5822,2387,3435,0.76,1804,49,0.75,0.41,0.00010684,0.99989
715041333,Existing Customer,39,M,3,Doctorate,Married,$60K - $80K,Blue,29,3,1,3,3537,2517,1020,1.021,1605,43,0.344,0.712,0.0001391,0.99986
712797258,Existing Customer,43,M,3,Graduate,Married,$120K +,Blue,33,3,1,3,34516,2129,32387,0.587,1463,38,0.583,0.062,9.61E-05,0.9999
769170558,Existing Customer,53,M,3,Graduate,Single,$60K - $80K,Blue,47,6,4,3,16320,0,16320,0.757,1279,41,0.708,0,0.00037935,0.99962
715884858,Existing Customer,38,M,2,High School,Married,$80K - $120K,Blue,36,5,3,3,2407,843,1564,1.008,1470,28,0.4,0.35,0.00029408,0.99971
796343058,Existing Customer,49,F,2,High School,Single,Less than $40K,Blue,43,4,1,2,3538,0,3538,0.481,1265,38,0.462,0,5.35E-05,0.99995
783910008,Existing Customer,37,F,0,Unknown,Married,Less than $40K,Blue,31,5,2,2,2684,1381,1303,0.794,2002,60,0.429,0.515,0.00010736,0.99989
718888308,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Blue,36,4,3,2,34516,2517,31999,0.741,1475,33,0.833,0.073,0.00018665,0.99981
